applicant,bla_nda_number,is_biologic,proprietary_name,proper_name,approval_type,ref_id,ref_proper_name,ref_proprietary_name,supplement_no,license_no,exclusivity_date,is_deleted,created_at,updated_at
glaxosmithkline,61866,False,anspor,cephradine,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
sanofi aventis us llc,61876,False,cerubidine,daunorubicin hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
sanofi aventis us llc,61884,False,rifamate,isoniazid; rifampin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,61885,False,trimox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,61886,False,trimox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
bristol laboratories inc div bristol myers co,61887,False,bristamycin,erythromycin stearate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
bristol laboratories inc div bristol myers co,61888,False,bristacycline,tetracycline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
bristol laboratories inc div bristol myers co,61889,False,tetrex,tetracycline phosphate complex,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
dista products co div eli lilly and co,61893,False,ilosone,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
eli lilly and co,61894,False,ilosone,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
dista products co div eli lilly and co,61895,False,ilosone,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
eli lilly and co,61896,False,ilosone,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
eli lilly and co,61897,False,ilosone,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,61898,False,polycillin-prb,ampicillin/ampicillin trihydrate; probenecid,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,61901,False,kantrex,kanamycin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
arbor pharmaceuticals llc,61904,False,erythromycin ethylsuccinate,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
arbor pharmaceuticals llc,61905,False,e.e.s. 400,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
dista products co div eli lilly and co,61910,False,ilotycin,erythromycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,61911,False,kantrex,kanamycin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
teva pharmaceuticals usa inc,61926,False,amoxicillin,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
teva pharmaceuticals usa inc,61931,False,amoxicillin,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
bristol myers squibb spa,61935,False,penicillin g sodium,penicillin g sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
consolidated pharmaceutical group inc,61936,False,ampicillin sodium,ampicillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
rachelle laboratories inc,61953,False,doxychel hyclate,doxycycline hyclate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
teva pharmaceuticals usa inc,61954,False,myco-triacet ii,nystatin; triamcinolone acetonide,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
sandoz inc,61965,False,nystatin,nystatin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
cosette pharmaceuticals inc,61966,False,nystatin,nystatin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
ivax pharmaceuticals inc sub teva pharmaceuticals usa,61969,False,cephalexin,cephalexin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,61976,False,velosef,cephradine,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
purepac pharmaceutical co,61980,False,ampicillin trihydrate,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,61984,False,nafcillin sodium,nafcillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
chartwell rx sciences llc,61996,False,fulvicin p/g,"griseofulvin, ultramicrocrystalline",generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,61999,False,nallpen,nafcillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62001,False,penapar-vk,penicillin v potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62002,False,penapar-vk,penicillin v potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62003,False,penicillin g potassium,penicillin g potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
eli lilly and co,62008,False,nebcin,tobramycin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62029,False,penicillin g procaine,penicillin g procaine,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62030,False,amcill,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
actavis laboratories fl inc,62031,False,doxycycline hyclate,doxycycline hyclate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62032,False,erypar,erythromycin stearate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62036,False,aerosporin,polymyxin b sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62041,False,amcill,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
akorn operating co llc,62042,False,chloramphenicol,chloramphenicol,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
teva pharmaceuticals usa inc,62045,False,myco-triacet ii,nystatin; triamcinolone acetonide,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
pfizer laboratories div pfizer inc,62049,False,pfizerpen-a,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
pfizer laboratories div pfizer inc,62050,False,pfizerpen-a,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
ani pharmaceuticals inc,62055,False,erythromycin ethylsuccinate,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
chartwell life molecules llc,62058,False,amoxicillin,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
chartwell rx sciences llc,62059,False,amoxicillin,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
sandoz inc,62065,False,nystatin,nystatin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
mylan pharmaceuticals inc,62067,False,amoxicillin,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
mm mast and co,62085,False,tetracycline hydrochloride,tetracycline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
watson laboratories inc,62087,False,erythromycin estolate,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
lederle laboratories div american cyanamid co,62089,False,erythromycin stearate,erythromycin stearate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
mylan pharmaceuticals inc,62090,False,amoxicillin,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62098,False,trimox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62099,False,trimox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
watson laboratories inc,62103,False,tetracycline hydrochloride,tetracycline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62107,False,utimox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
facta farmaceutici spa,62117,False,cephalexin,cephalexin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
facta farmaceutici spa,62118,False,cephalexin,cephalexin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
halsey drug co inc,62119,False,doxycycline hyclate,doxycycline hyclate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
wyeth ayerst laboratories,62120,False,wymox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
watson laboratories inc,62121,False,erythromycin stearate,erythromycin stearate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
wyeth ayerst laboratories,62123,False,wyamycin e,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
fougera pharmaceuticals inc,62124,False,nystatin,nystatin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62127,False,utimox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
fougera pharmaceuticals inc,62129,False,nystatin,nystatin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
wyeth ayerst laboratories,62131,False,wymox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
lederle laboratories div american cyanamid co,62139,False,minocin,minocycline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
watson laboratories inc,62142,False,doxycycline hyclate,doxycycline hyclate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62149,False,pentids '200',penicillin g potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62150,False,principen w/ probenecid,ampicillin/ampicillin trihydrate; probenecid,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62151,False,principen '125',ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62152,False,trimox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62153,False,veetids '125',penicillin v potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62154,False,trimox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62155,False,pentids '200',penicillin g potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62156,False,veetids '250',penicillin v potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon sub bristol myers squibb co,62157,False,principen '250',ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
pharmaderm div altana inc,62158,False,bacitracin,bacitracin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
barr laboratories inc,62162,False,erythromycin estolate,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
padagis us llc,62166,False,bacitracin-neomycin-polymyxin w/ hydrocortisone acetate,bacitracin zinc; hydrocortisone acetate; neomycin sulfate; polymyxin b sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
pharmaderm div altana inc,62167,False,bacitracin-neomycin-polymyxin,bacitracin zinc; neomycin sulfate; polymyxin b sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
cosette pharmaceuticals inc,62169,False,erythromycin estolate,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
king pharmaceuticals inc,62170,False,klebcil,kanamycin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
optopics laboratories corp,62171,False,optomycin,chloramphenicol,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
roxane laboratories inc,62173,False,neomycin sulfate,neomycin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
warner chilcott div warner lambert co,62175,False,cyclopar,tetracycline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
watson laboratories inc,62176,False,nystatin,nystatin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
dista products co div eli lilly and co,62177,False,erythromycin ethylsuccinate,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
wyeth ayerst laboratories,62178,False,grisactin ultra,"griseofulvin, ultramicrocrystalline",generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
perrigo new york inc,62186,False,nystatin and triamcinolone acetonide,nystatin; triamcinolone acetonide,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
sandoz inc,62196,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
pharmacia and upjohn co,62198,False,e-mycin e,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
alpharma us pharmaceuticals division,62200,False,erythromycin ethylsuccinate,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
ceph international corp,62205,False,cefaclor,cefaclor,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
facta farmaceutici spa,62206,False,cefaclor,cefaclor,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
lederle laboratories div american cyanamid co,62208,False,ampicillin trihydrate,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62212,False,totacillin,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
us antibiotics llc,62216,False,amoxil,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
ani pharmaceuticals inc,62222,False,oxacillin sodium,oxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62223,False,totacillin,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
padagis us llc,62225,False,nystatin,nystatin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
us antibiotics llc,62226,False,amoxil,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
parke davis div warner lambert co,62231,False,erythromycin ethylsuccinate,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62233,False,cloxapen,cloxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
ivax pharmaceuticals inc sub teva pharmaceuticals usa,62237,False,erythromycin estolate,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62238,False,dycill,dicloxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
teva pharmaceuticals usa inc,62240,False,cloxacillin sodium,cloxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62241,False,bactocill,oxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
pharmacia and upjohn co,62248,False,u-gencin,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
hikma pharmaceuticals usa inc,62251,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
teva pharmaceuticals usa inc,62252,False,oxacillin sodium,oxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
barr laboratories inc,62256,False,erythromycin ethylsuccinate,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
wyeth ayerst laboratories,62264,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
teva pharmaceuticals usa inc,62268,False,cloxacillin sodium,cloxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
caribe holdings cayman co ltd dba puracap caribe,62269,False,doxycycline hyclate,doxycycline hyclate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62270,False,beepen-vk,penicillin v potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62273,False,beepen-vk,penicillin v potassium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
gruppo lepetit spa sub merrell dow pharmaceuticals inc,62278,False,chloramphenicol sodium succinate,chloramphenicol sodium succinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
valeant pharmaceuticals luxembourg sarl,62279,False,grifulvin v,"griseofulvin, microcrystalline",generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
perrigo new york inc,62280,False,nystatin and triamcinolone acetonide,nystatin; triamcinolone acetonide,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
teva pharmaceuticals usa inc,62286,False,dicloxacillin sodium,dicloxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
bristol laboratories inc div bristol myers co,62288,False,bristagen,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
king pharmaceuticals inc,62289,False,apogen,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
arbor pharmaceuticals inc,62290,False,eryderm,erythromycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
sandoz inc,62291,False,cefadroxil,cefadroxil/cefadroxil hemihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,62297,False,polycillin,ampicillin/ampicillin trihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
arbor pharmaceuticals llc,62298,False,ery-tab,erythromycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
warner chilcott inc,62300,False,tetracycline hydrochloride,tetracycline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
schering corp sub schering plough corp,62302,False,otobiotic,hydrocortisone; polymyxin b sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
sanofi aventis us llc,62303,False,rifadin,rifampin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
arbor pharmaceuticals llc,62304,False,pediamycin,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
ross laboratories div abbott laboratories inc,62305,False,pediamycin,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
ross laboratories div abbott laboratories inc,62306,False,pediamycin,erythromycin ethylsuccinate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
padagis us llc,62307,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
king pharmaceuticals inc sub pfizer inc,62310,False,humatin,paromomycin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,62311,False,amikin,amikacin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
watson laboratories inc,62318,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
glaxosmithkline,62321,False,bactocill,oxacillin sodium,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
warner chilcott div warner lambert co,62322,False,erypar,erythromycin stearate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,62323,False,polymox,amoxicillin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
hikma pharmaceuticals usa inc,62324,False,kanamycin,kanamycin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
international medication systems ltd,62325,False,gentamicin,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
alpharma us pharmaceuticals division,62326,False,erythromycin,erythromycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
alpharma us pharmaceuticals division,62327,False,erythromycin,erythromycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
alpharma us pharmaceuticals division,62328,False,erythromycin,erythromycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
warner chilcott div warner lambert co,62332,False,cyclopar,tetracycline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
bayer pharmaceuticals corp,62333,False,mezlin,mezlocillin sodium monohydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
apothecon inc div bristol myers squibb,62334,False,cefadroxil,cefadroxil/cefadroxil hemihydrate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
bristol myers co,62336,False,mutamycin,mitomycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
strides pharma global pte ltd,62337,False,doxycycline hyclate,doxycycline hyclate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
warner chilcott co llc,62338,False,eryc,erythromycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
alcon laboratories inc,62339,False,statrol,neomycin sulfate; polymyxin b sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
pharmaceutical specialist assoc,62340,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
sandoz inc,62341,False,maxitrol,dexamethasone; neomycin sulfate; polymyxin b sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
alpharma us pharmaceuticals division,62342,False,erythromycin,erythromycin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
watson laboratories inc,62343,False,tetracycline hydrochloride,tetracycline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
taro pharmaceuticals usa inc,62347,False,nystatin and triamcinolone acetonide,nystatin; triamcinolone acetonide,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
g and w laboratories inc,62349,False,nystatin,nystatin,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
padagis us llc,62351,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
alpharma us pharmaceuticals division,62353,False,erythromycin estolate,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
kalapharm inc,62354,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
fresenius kabi usa llc,62356,False,gentamicin sulfate,gentamicin sulfate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
life laboratories inc,62362,False,erythromycin estolate,erythromycin estolate,generic,,,,,,,False,2023-03-20 03:08:18.599626+00,2023-03-20 03:08:18.599626+00
